City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,imeni poliny osipenko,52.4201,136.4853,40.86,63,98,6.93,RU,1651384111
370,punta alta,-38.8759,-62.0736,50.67,57,67,8.88,AR,1651384112
371,tazovskiy,67.4667,78.7,23.74,85,62,10.31,RU,1651384112
372,tevriz,57.509,72.4042,37.67,53,100,7.36,RU,1651384113
373,rocha,-34.4833,-54.3333,50.4,91,80,4.18,UY,1651384114
374,derzhavinsk,51.1,66.3167,65.66,46,93,10.65,KZ,1651384114
375,uvira,-3.4067,29.1458,74.35,80,90,4.5,CD,1651384115
376,deputatskiy,69.3,139.9,29.17,82,32,3.87,RU,1651384116
377,tautira,-17.7333,-149.15,80.11,73,18,11.54,PF,1651384116
378,ouesso,1.6136,16.0517,73.69,74,39,1.21,CG,1651384117
379,yar-sale,66.8333,70.8333,26.83,75,56,13.29,RU,1651384118
380,roebourne,-20.7833,117.1333,89.92,39,41,12.01,AU,1651384118
381,anadyr,64.75,177.4833,28.9,74,20,8.95,RU,1651384119
382,codrington,-38.2667,141.9667,66.97,57,96,10.92,AU,1651384120
383,cap malheureux,-19.9842,57.6142,80.47,72,10,10.0,MU,1651384120
384,tigil,57.8,158.6667,39.07,73,8,4.56,RU,1651384121
385,francisco beltrao,-26.0811,-53.055,63.81,97,100,2.59,BR,1651384122
386,mumbwa,-14.9783,27.0619,61.11,61,3,3.31,ZM,1651384123
387,murgab,37.4966,61.9714,75.07,33,100,11.5,TM,1651384123
388,benguela,-12.5763,13.4055,77.77,79,99,2.53,AO,1651384124
389,umm kaddadah,13.6017,26.6876,90.61,8,32,9.37,SD,1651384124
390,mattru,7.6244,-11.8332,75.25,93,48,1.12,SL,1651384125
391,pondicherry,11.93,79.83,94.5,54,71,9.95,IN,1651384126
392,kysyl-syr,63.8986,122.7617,34.97,89,100,7.34,RU,1651384126
393,tezu,27.9167,96.1667,86.85,46,95,5.55,IN,1651383871
394,port-cartier,50.0334,-66.8654,35.82,83,100,8.05,CA,1651384127
395,dunda,-8.1167,34.25,70.48,69,78,4.88,TZ,1651384128
396,arraial do cabo,-22.9661,-42.0278,73.42,84,95,7.83,BR,1651384128
397,pangnirtung,66.1451,-65.7125,21.88,96,99,3.85,CA,1651384129
398,kenai,60.5544,-151.2583,43.14,61,0,24.16,US,1651384129
399,khuzhir,53.1939,107.3397,42.1,83,91,2.01,RU,1651384130
400,ariquemes,-9.9133,-63.0408,72.61,89,85,0.85,BR,1651384130
401,moranbah,-22.0016,148.0466,81.82,41,48,16.62,AU,1651384131
402,morehead,37.2711,-87.1764,69.55,90,100,9.22,US,1651384131
403,whitehorse,60.7161,-135.0538,41.77,41,75,6.91,CA,1651384132
404,cayenne,4.9333,-52.3333,81.09,1,20,3.0,GF,1651384084
405,san luis,-33.295,-66.3356,46.8,71,0,2.64,AR,1651384132
406,coquimbo,-29.9533,-71.3436,51.53,93,0,5.75,CL,1651384133
407,kulu,39.0951,33.0799,53.76,72,78,10.76,TR,1651384133
408,palmer,42.1584,-72.3287,45.77,75,0,3.44,US,1651383852
409,weihai,37.5017,122.1136,57.65,48,0,17.65,CN,1651384134
410,jingdezhen,29.2947,117.2079,65.98,63,100,3.51,CN,1651384134
411,skagen,57.7209,10.5839,48.76,61,65,2.46,DK,1651384135
412,farafangana,-22.8167,47.8333,75.49,75,2,4.61,MG,1651384135
413,bereda,43.2686,-7.5406,49.14,100,28,0.85,ES,1651384136
414,visnes,59.3556,5.2242,44.22,93,5,4.61,NO,1651384136
415,njeru,0.4186,33.1731,69.17,86,87,1.83,UG,1651384137
416,bridgetown,13.1,-59.6167,79.29,83,40,14.97,BB,1651384029
417,nanakuli,21.3906,-158.1547,75.15,73,75,5.75,US,1651384138
418,cotonou,6.3654,2.4183,80.58,89,40,9.22,BJ,1651384138
419,ahuimanu,21.4447,-157.8378,74.91,79,40,10.36,US,1651384139
420,grand gaube,-20.0064,57.6608,81.0,72,12,10.0,MU,1651384139
421,nola,40.922,14.5329,60.03,62,3,1.03,IT,1651384140
422,buala,-8.145,159.5921,82.33,77,100,2.68,SB,1651384140
423,mozarlandia,-14.7447,-50.5706,68.02,47,33,5.06,BR,1651384141
424,riyadh,24.6877,46.7219,82.54,17,0,11.9,SA,1651383855
425,kalmunai,7.4167,81.8167,88.41,63,94,5.5,LK,1651384142
426,bulgan,48.8125,103.5347,68.11,16,25,7.83,MN,1651384142
427,khani,41.9563,42.9566,44.17,94,92,3.53,GE,1651384143
428,hamilton,39.1834,-84.5333,67.98,79,0,8.05,US,1651384032
429,mahendranagar,28.9167,80.3333,98.82,22,23,8.03,NP,1651384143
430,mayor pablo lagerenza,-19.9309,-60.7718,72.1,69,18,4.12,PY,1651384144
431,matagami,49.7502,-77.6328,28.51,69,0,2.3,CA,1651384144
432,bykovo,55.6361,38.0803,46.81,42,0,6.71,RU,1651384145
433,kampot,10.6167,104.1833,89.65,60,72,8.84,KH,1651384145
434,vad,55.5301,44.2114,40.68,42,5,7.96,RU,1651384146
435,nantucket,41.2835,-70.0995,48.25,76,0,10.36,US,1651384146
436,acapulco,16.8634,-99.8901,76.82,83,40,2.3,MX,1651384147
437,yola,9.2,12.4833,81.9,60,98,2.84,NG,1651384148
438,zhanaozen,43.3,52.8,67.32,46,42,13.8,KZ,1651384148
439,camacha,33.0833,-16.3333,60.22,82,40,9.22,PT,1651384149
440,bage,-31.3314,-54.1069,55.18,94,0,1.14,BR,1651383929
441,clearlake,38.9582,-122.6264,49.17,76,6,6.29,US,1651384149
442,evensk,61.95,159.2333,38.3,63,30,11.03,RU,1651384150
443,batemans bay,-35.7167,150.1833,68.92,60,36,4.68,AU,1651384150
444,hinton,53.4001,-117.5857,37.06,99,100,1.45,CA,1651384151
445,katsuura,35.1333,140.3,62.2,77,100,18.81,JP,1651384151
446,rongcheng,30.634,117.8517,65.97,63,100,7.94,CN,1651384152
447,san andres,12.5847,-81.7006,80.62,89,75,12.66,CO,1651384152
448,kargil,34.5667,76.1,52.59,34,3,1.7,IN,1651384153
449,algiers,36.7525,3.042,44.42,93,0,1.14,DZ,1651384153
450,marsa matruh,31.3525,27.2453,57.4,82,0,6.91,EG,1651384154
451,lompoc,34.6391,-120.4579,54.59,89,100,14.97,US,1651384034
452,dusseldorf,51.2217,6.7762,50.68,84,0,3.44,DE,1651383878
453,roma,43.2128,-75.4557,41.5,72,0,1.01,US,1651384155
454,ouangani,-12.8464,45.1361,82.92,74,100,14.97,YT,1651384155
455,kaitangata,-46.2817,169.8464,55.02,89,100,2.13,NZ,1651384156
456,candelaria,13.9311,121.4233,86.4,48,86,7.52,PH,1651384156
457,borba,-4.3878,-59.5939,72.84,99,90,2.06,BR,1651384157
458,tutoia,-2.7619,-42.2744,76.06,89,69,3.89,BR,1651384157
459,benghazi,32.1167,20.0667,71.24,42,100,16.91,LY,1651384158
460,adrar,20.5022,-10.0711,71.78,16,17,9.78,MR,1651384159
461,milkovo,54.7167,158.6167,41.47,65,96,2.33,RU,1651384159
462,myre,69.1036,15.9492,36.01,82,100,17.11,NO,1651384160
463,mogadishu,2.0371,45.3438,82.27,78,75,6.91,SO,1651384160
464,north battleford,52.7834,-108.2847,42.89,56,0,9.22,CA,1651384161
465,lucapa,-8.4192,20.7447,68.31,86,100,3.83,AO,1651384161
466,tres passos,-27.4556,-53.9319,63.86,99,96,0.56,BR,1651384162
467,pacifica,37.6138,-122.4869,53.92,84,75,20.71,US,1651384162
468,inirida,3.8653,-67.9239,70.11,99,89,3.0,CO,1651384163
469,rabo de peixe,37.8,-25.5833,60.28,82,20,2.3,PT,1651384163
470,jimo,36.3897,120.4622,73.18,21,0,17.9,CN,1651384164
471,buraydah,26.326,43.975,81.05,15,0,17.22,SA,1651384164
472,sur,22.5667,59.5289,91.87,45,23,5.64,OM,1651384165
473,belize,17.25,-88.75,79.12,99,60,2.33,BZ,1651384113
474,narsaq,60.9167,-46.05,39.42,88,26,1.92,GL,1651384165
475,santa cruz de la palma,28.6835,-17.7642,64.54,72,0,12.66,ES,1651384166
476,banda aceh,5.5577,95.3222,87.6,66,94,11.7,ID,1651384166
477,bakchar,57.0186,82.0711,44.87,46,100,8.93,RU,1651384167
478,santo antonio do leverger,-15.8656,-56.0767,77.38,63,3,2.82,BR,1651384167
479,jining,35.405,116.5814,77.83,13,76,14.0,CN,1651384168
480,timra,62.487,17.3257,40.68,70,75,5.75,SE,1651384168
481,nemuro,43.3236,145.575,41.83,78,100,7.87,JP,1651384169
482,noumea,-22.2763,166.4572,80.58,99,52,13.8,NC,1651384170
483,fiumicino,41.7675,12.2291,57.49,92,0,2.3,IT,1651384170
484,lluta,-16.0147,-72.0142,54.93,39,98,1.16,PE,1651384171
485,inverness,57.4791,-4.224,48.97,95,100,2.3,GB,1651384171
486,malazgirt,39.1427,42.5401,56.97,61,99,3.58,TR,1651384172
487,zapolyarnyy,69.4154,30.8136,27.68,86,66,12.28,RU,1651384172
488,brae,60.3964,-1.353,45.57,75,98,11.48,GB,1651384173
489,ejido,8.5514,-71.2375,66.13,82,100,7.45,VE,1651384173
490,victor harbor,-35.5667,138.6167,66.99,70,41,1.99,AU,1651384174
491,hobbs,32.7026,-103.136,64.67,22,40,9.22,US,1651384070
492,panaba,21.2833,-88.2667,72.19,91,4,7.11,MX,1651384174
493,westport,41.1415,-73.3579,50.29,65,0,0.0,US,1651384175
494,bacolod,10.6667,122.95,87.87,59,100,11.88,PH,1651384175
495,ron,15.6667,75.7333,97.2,17,6,9.95,IN,1651384176
496,kralendijk,12.15,-68.2667,80.58,89,40,14.97,BQ,1651384176
497,caravelas,-17.7125,-39.2481,73.02,86,9,3.31,BR,1651384177
498,beatrice,40.2681,-96.747,48.29,71,0,19.57,US,1651384177
499,vila,42.0304,-8.1588,43.68,69,41,1.34,PT,1651384178
500,barajevo,44.5789,20.4158,57.15,62,25,12.62,RS,1651384178
501,luang prabang,19.8856,102.1347,85.96,66,75,6.91,LA,1651384179
502,erenhot,43.6475,111.9767,64.53,23,31,17.27,CN,1651384179
503,kamaishi,39.2667,141.8833,46.81,99,100,3.42,JP,1651384180
504,norman wells,65.282,-126.8329,46.44,42,20,10.36,CA,1651384180
505,hirado,33.3597,129.5531,59.34,55,100,17.2,JP,1651384181
506,ulaanbaatar,47.9077,106.8832,66.33,18,40,6.71,MN,1651384029
507,monteagudo,-19.8167,-63.9833,60.67,93,37,1.5,BO,1651384181
508,payo,-3.7508,103.6372,85.62,81,99,2.08,ID,1651384182
509,ubatuba,-23.4339,-45.0711,71.37,86,100,2.13,BR,1651384182
510,charters towers,-20.1,146.2667,84.27,33,2,12.12,AU,1651384183
511,ambilobe,-13.2,49.05,80.37,75,6,2.89,MG,1651384183
512,oktyabrskiy,54.4815,53.471,39.18,88,97,12.08,RU,1651384184
513,parana,-31.732,-60.5238,53.55,95,18,2.51,AR,1651384184
514,portland,45.5234,-122.6762,50.77,92,40,5.75,US,1651384134
515,gallup,35.5281,-108.7426,50.02,22,0,1.01,US,1651384185
516,verkhnevilyuysk,63.4453,120.3167,38.44,64,97,7.36,RU,1651384186
517,banepa,27.6298,85.5214,73.72,53,20,3.44,NP,1651384186
518,bhan,26.5583,67.7214,113.22,7,1,14.72,PK,1651384187
519,havelock,34.8791,-76.9013,69.78,90,84,3.89,US,1651384187
520,kropotkin,45.4375,40.5756,51.62,87,100,15.39,RU,1651384188
521,nishihara,26.1842,127.7558,71.26,78,100,16.11,JP,1651384188
522,cosala,24.4125,-106.6908,67.78,45,62,1.74,MX,1651384189
523,sigli,5.3848,95.9609,86.56,70,98,6.44,ID,1651384189
524,coihaique,-45.5752,-72.0662,44.55,87,75,3.44,CL,1651383902
525,pithoro,25.5167,69.3833,109.96,13,0,15.61,PK,1651384190
526,prince rupert,54.3161,-130.3201,53.29,61,0,9.22,CA,1651383909
527,aripuana,-9.1667,-60.6333,73.38,90,100,1.01,BR,1651384063
528,barcelos,41.5388,-8.6151,55.85,94,67,2.19,PT,1651384191
529,hofn,64.2539,-15.2082,47.91,59,25,10.78,IS,1651384191
530,khandbari,27.3747,87.2039,82.35,44,94,5.37,NP,1651384192
531,castellamonte,45.382,7.7121,55.24,72,26,1.99,IT,1651384192
532,high level,58.5169,-117.136,42.91,65,100,5.75,CA,1651383914
533,mangochi,-14.4782,35.2645,69.46,74,1,6.64,MW,1651384193
534,saint-pierre,-21.3393,55.4781,83.28,63,0,2.3,RE,1651384194
535,poum,-20.2333,164.0167,76.73,76,7,4.81,NC,1651384194
536,ust-kuyga,70.0167,135.6,34.29,80,10,26.64,RU,1651384195
537,akureyri,65.6835,-18.0878,44.53,61,20,20.71,IS,1651384195
538,aksarka,66.5606,67.7975,27.88,82,23,14.41,RU,1651384196
539,warrnambool,-38.3833,142.4833,64.81,71,89,10.78,AU,1651384196
540,lokosovo,61.1333,74.8167,38.75,64,10,5.84,RU,1651384197
541,chekhov,55.1431,37.4711,46.35,49,16,5.79,RU,1651384197
542,hay river,60.8156,-115.7999,26.58,86,0,8.05,CA,1651384117
543,thunder bay,48.4001,-89.3168,38.28,93,100,16.11,CA,1651384198
544,iqaluit,63.7506,-68.5145,17.33,78,20,0.0,CA,1651384199
545,jyderup,55.664,11.4203,48.69,69,100,3.51,DK,1651384199
546,kavieng,-2.5744,150.7967,84.07,67,89,4.09,PG,1651384200
547,konin,52.2234,18.2512,52.54,56,92,1.28,PL,1651384200
548,seymchan,62.8833,152.4333,31.17,92,83,4.45,RU,1651384201
549,manakara,-22.1333,48.0167,76.23,70,9,2.57,MG,1651384201
550,saint anthony,45.0205,-93.218,49.14,94,100,8.05,US,1651383935
551,soubre,5.7856,-6.6083,71.92,96,100,1.07,CI,1651384202
552,amalfi,6.9102,-75.0776,59.63,98,100,4.72,CO,1651384203
553,dicabisagan,17.0818,122.4157,86.54,65,88,8.37,PH,1651384203
554,sayyan,15.1718,44.3244,65.25,42,65,11.1,YE,1651384204
555,wageningen,51.9667,5.6667,47.95,90,100,1.14,NL,1651384204
556,maniitsoq,65.4167,-52.9,17.76,72,6,7.65,GL,1651384205
